Magnitude,Type,Ingredient 1,Ingredient 2,Ingredient 3,Effects,Effect 1,Effect 2,Effect 3,Effect 4,Effect 5,MyPotionID,Can Make
5,Mixed,Lavender,Nirnroot,Red Mountain Flower,3,Resist Magic,Ravage Magicka,Damage Health,,,14012,TRUE
5,Mixed,Luna Moth Wing,Nirnroot,River Betty,2,Invisibility,Damage Health,,,,14083,TRUE
5,Mixed,Mora Tapinella,Slaughterfish Scales,Tundra Cotton,2,Lingering Damage Health,Fortify Block,,,,14290,TRUE
5,Mixed,Nirnroot,River Betty,Vampire Dust,2,Damage Health,Invisibility,,,,14503,TRUE
5,Mixed,Nordic Barnacle,Orange Dartwing,Slaughterfish Scales,2,Fortify Pickpocket,Lingering Damage Health,,,,14565,TRUE
5,Mixed,Orange Dartwing,Slaughterfish Scales,Tundra Cotton,2,Lingering Damage Health,Fortify Block,,,,14663,TRUE
5,Mixed,Orange Dartwing,Slaughterfish Scales,White Cap,3,Lingering Damage Health,Fortify Heavy Armor,Ravage Magicka,,,14664,TRUE
5,Poison,Ectoplasm,River Betty,,1,Damage Health,,,,,8883,TRUE
5,Poison,Imp Stool,River Betty,,1,Damage Health,,,,,13486,TRUE
5,Poison,Nightshade,River Betty,,1,Damage Health,,,,,14463,TRUE
5,Poison,Nirnroot,River Betty,,1,Damage Health,,,,,14506,TRUE
5,Poison,Red Mountain Flower,River Betty,,1,Damage Health,,,,,14961,TRUE
5,Poison,River Betty,Skeever Tail,,1,Damage Health,,,,,15021,TRUE
5,Poison,River Betty,Troll Fat,,1,Damage Health,,,,,15031,TRUE
5,Poison,River Betty,Void Salts,,1,Damage Health,,,,,15033,TRUE
5,Poison,Blisterwort,Bone Meal,Deathbell,2,Damage Stamina,Ravage Stamina,,,,2217,TRUE
5,Poison,Blisterwort,Bone Meal,Honeycomb,2,Damage Stamina,Ravage Stamina,,,,2227,TRUE
5,Poison,Blisterwort,Bone Meal,Thistle Branch,2,Damage Stamina,Ravage Stamina,,,,2237,TRUE
5,Poison,Blisterwort,Nirnroot,Red Mountain Flower,2,Damage Stamina,Damage Health,,,,2611,TRUE
5,Poison,Blisterwort,Nirnroot,Skeever Tail,2,Damage Stamina,Damage Health,,,,2615,TRUE
5,Poison,Blue Butterfly Wing,Nirnroot,Red Mountain Flower,2,Damage Stamina,Damage Health,,,,2990,TRUE
5,Poison,Blue Butterfly Wing,Nirnroot,Skeever Tail,2,Damage Stamina,Damage Health,,,,2992,TRUE
5,Poison,Blue Butterfly Wing,Nirnroot,Troll Fat,2,Damage Stamina,Damage Health,,,,2997,TRUE
5,Poison,Blue Butterfly Wing,Rock Warbler Egg,Salt Pile,2,Damage Stamina,Weakness to Magic,,,,3003,TRUE
5,Poison,Blue Butterfly Wing,Rock Warbler Egg,Scaly Pholiota,2,Damage Stamina,Weakness to Magic,,,,3004,TRUE
5,Poison,Blue Butterfly Wing,Rock Warbler Egg,Taproot,2,Damage Stamina,Weakness to Magic,,,,3010,TRUE
5,Poison,Blue Butterfly Wing,Rock Warbler Egg,Torchbug Thorax,2,Damage Stamina,Weakness to Magic,,,,3011,TRUE
5,Poison,Bone Meal,Canis Root,Deathbell,2,Damage Stamina,Ravage Stamina,,,,3796,TRUE
5,Poison,Bone Meal,Canis Root,Honeycomb,2,Damage Stamina,Ravage Stamina,,,,3805,TRUE
5,Poison,Bone Meal,Canis Root,Thistle Branch,2,Damage Stamina,Ravage Stamina,,,,3816,TRUE
5,Poison,Bone Meal,Deathbell,Ectoplasm,2,Ravage Stamina,Damage Health,,,,3876,TRUE
5,Poison,Bone Meal,Deathbell,Imp Stool,2,Ravage Stamina,Damage Health,,,,3887,TRUE
5,Poison,Bone Meal,Deathbell,Nightshade,2,Ravage Stamina,Damage Health,,,,3892,TRUE
5,Poison,Bone Meal,Deathbell,Red Mountain Flower,2,Ravage Stamina,Damage Health,,,,3895,TRUE
5,Poison,Bone Meal,Deathbell,Rock Warbler Egg,2,Ravage Stamina,Damage Stamina,,,,3897,TRUE
5,Poison,Bone Meal,Deathbell,Skeever Tail,2,Ravage Stamina,Damage Health,,,,3900,TRUE
5,Poison,Bone Meal,Deathbell,Spider Egg,2,Ravage Stamina,Damage Stamina,,,,3903,TRUE
5,Poison,Bone Meal,Deathbell,Troll Fat,2,Ravage Stamina,Damage Health,,,,3904,TRUE
5,Poison,Bone Meal,Deathbell,Void Salts,2,Ravage Stamina,Damage Health,,,,3905,TRUE
5,Poison,Bone Meal,Honeycomb,Nirnroot,2,Ravage Stamina,Damage Stamina,,,,4058,TRUE
5,Poison,Bone Meal,Honeycomb,Rock Warbler Egg,2,Ravage Stamina,Damage Stamina,,,,4064,TRUE
5,Poison,Bone Meal,Honeycomb,Spider Egg,2,Ravage Stamina,Damage Stamina,,,,4071,TRUE
5,Poison,Bone Meal,Nirnroot,Red Mountain Flower,2,Damage Stamina,Damage Health,,,,4127,TRUE
5,Poison,Bone Meal,Nirnroot,Skeever Tail,2,Damage Stamina,Damage Health,,,,4129,TRUE
5,Poison,Bone Meal,Nirnroot,Thistle Branch,2,Damage Stamina,Ravage Stamina,,,,4132,TRUE
5,Poison,Bone Meal,Nirnroot,Troll Fat,2,Damage Stamina,Damage Health,,,,4133,TRUE
5,Poison,Bone Meal,Rock Warbler Egg,Salt Pile,2,Damage Stamina,Weakness to Magic,,,,4139,TRUE
5,Poison,Bone Meal,Rock Warbler Egg,Scaly Pholiota,2,Damage Stamina,Weakness to Magic,,,,4140,TRUE
5,Poison,Bone Meal,Rock Warbler Egg,Taproot,2,Damage Stamina,Weakness to Magic,,,,4144,TRUE
5,Poison,Bone Meal,Rock Warbler Egg,Thistle Branch,2,Damage Stamina,Ravage Stamina,,,,4145,TRUE
5,Poison,Bone Meal,Rock Warbler Egg,Torchbug Thorax,2,Damage Stamina,Weakness to Magic,,,,4146,TRUE
5,Poison,Bone Meal,Spider Egg,Thistle Branch,2,Damage Stamina,Ravage Stamina,,,,4155,TRUE
5,Poison,Canis Root,Imp Stool,Nirnroot,3,Paralysis,Damage Health,Damage Stamina,,,5084,TRUE
5,Poison,Canis Root,Imp Stool,River Betty,2,Paralysis,Damage Health,,,,5087,TRUE
5,Poison,Canis Root,Nirnroot,Red Mountain Flower,2,Damage Stamina,Damage Health,,,,5134,TRUE
5,Poison,Canis Root,Nirnroot,Skeever Tail,2,Damage Stamina,Damage Health,,,,5137,TRUE
5,Poison,Canis Root,Nirnroot,Troll Fat,2,Damage Stamina,Damage Health,,,,5142,TRUE
5,Poison,Creep Cluster,Rock Warbler Egg,Spider Egg,2,Weakness to Magic,Damage Stamina,,,,6740,TRUE
5,Poison,Deathbell,Ectoplasm,Honeycomb,2,Damage Health,Ravage Stamina,,,,7735,TRUE
5,Poison,Deathbell,Ectoplasm,Thistle Branch,2,Damage Health,Ravage Stamina,,,,7750,TRUE
5,Poison,Deathbell,Giant Lichen,Hagraven Feathers,2,Weakness to Poison,Weakness to Shock,,,,7778,TRUE
5,Poison,Deathbell,Giant Lichen,Imp Stool,2,Weakness to Poison,Damage Health,,,,7782,TRUE
5,Poison,Deathbell,Giant Lichen,Nightshade,2,Weakness to Poison,Damage Health,,,,7788,TRUE
5,Poison,Deathbell,Giant Lichen,Nirnroot,2,Weakness to Poison,Damage Health,,,,7789,TRUE
5,Poison,Deathbell,Giant Lichen,Troll Fat,2,Weakness to Poison,Damage Health,,,,7799,TRUE
5,Poison,Deathbell,Honeycomb,Imp Stool,2,Ravage Stamina,Damage Health,,,,7806,TRUE
5,Poison,Deathbell,Honeycomb,Nightshade,2,Ravage Stamina,Damage Health,,,,7811,TRUE
5,Poison,Deathbell,Honeycomb,Nirnroot,2,Ravage Stamina,Damage Health,,,,7812,TRUE
5,Poison,Deathbell,Honeycomb,Red Mountain Flower,2,Ravage Stamina,Damage Health,,,,7818,TRUE
5,Poison,Deathbell,Honeycomb,Troll Fat,2,Ravage Stamina,Damage Health,,,,7828,TRUE
5,Poison,Deathbell,Honeycomb,Void Salts,2,Ravage Stamina,Damage Health,,,,7830,TRUE
5,Poison,Deathbell,Imp Stool,Thistle Branch,2,Damage Health,Ravage Stamina,,,,7880,TRUE
5,Poison,Deathbell,Nightshade,Thistle Branch,2,Damage Health,Ravage Stamina,,,,7930,TRUE
5,Poison,Deathbell,Nirnroot,Thistle Branch,2,Damage Health,Ravage Stamina,,,,7940,TRUE
5,Poison,Deathbell,Red Mountain Flower,Thistle Branch,2,Damage Health,Ravage Stamina,,,,7970,TRUE
5,Poison,Deathbell,Skeever Tail,Thistle Branch,2,Damage Health,Ravage Stamina,,,,8008,TRUE
5,Poison,Deathbell,Thistle Branch,Void Salts,2,Ravage Stamina,Damage Health,,,,8015,TRUE
5,Poison,Ectoplasm,Nirnroot,Rock Warbler Egg,2,Damage Health,Damage Stamina,,,,8843,TRUE
5,Poison,Ectoplasm,Nirnroot,Spider Egg,2,Damage Health,Damage Stamina,,,,8844,TRUE
5,Poison,Giant Lichen,Hagraven Feathers,Skeever Tail,2,Weakness to Shock,Ravage Health,,,,11112,TRUE
5,Poison,Imp Stool,Nirnroot,Spider Egg,2,Damage Health,Damage Stamina,,,,13437,TRUE
5,Poison,Imp Stool,Orange Dartwing,Red Mountain Flower,3,Lingering Damage Health,Ravage Magicka,Damage Health,,,13449,TRUE
5,Poison,Nightshade,Nirnroot,Rock Warbler Egg,2,Damage Health,Damage Stamina,,,,14438,TRUE
5,Poison,Nirnroot,Red Mountain Flower,Rock Warbler Egg,2,Damage Health,Damage Stamina,,,,14488,TRUE
5,Poison,Nirnroot,Red Mountain Flower,Spider Egg,2,Damage Health,Damage Stamina,,,,14489,TRUE
5,Poison,Nirnroot,Rock Warbler Egg,Salt Pile,2,Damage Stamina,Weakness to Magic,,,,14507,TRUE
5,Poison,Nirnroot,Rock Warbler Egg,Scaly Pholiota,2,Damage Stamina,Weakness to Magic,,,,14508,TRUE
5,Poison,Nirnroot,Rock Warbler Egg,Skeever Tail,2,Damage Stamina,Damage Health,,,,14509,TRUE
5,Poison,Nirnroot,Rock Warbler Egg,Taproot,2,Damage Stamina,Weakness to Magic,,,,14513,TRUE
5,Poison,Nirnroot,Rock Warbler Egg,Torchbug Thorax,2,Damage Stamina,Weakness to Magic,,,,14514,TRUE
5,Poison,Nirnroot,Rock Warbler Egg,Troll Fat,2,Damage Stamina,Damage Health,,,,14515,TRUE
5,Poison,Nirnroot,Skeever Tail,Spider Egg,2,Damage Health,Damage Stamina,,,,14522,TRUE
5,Poison,Nirnroot,Spider Egg,Troll Fat,2,Damage Stamina,Damage Health,,,,14537,TRUE
5,Poison,Rock Warbler Egg,Salt Pile,Spider Egg,2,Weakness to Magic,Damage Stamina,,,,15037,TRUE
5,Poison,Rock Warbler Egg,Scaly Pholiota,Spider Egg,2,Weakness to Magic,Damage Stamina,,,,15043,TRUE
5,Poison,Rock Warbler Egg,Spider Egg,Taproot,2,Damage Stamina,Weakness to Magic,,,,15060,TRUE
5,Poison,Rock Warbler Egg,Spider Egg,Torchbug Thorax,2,Damage Stamina,Weakness to Magic,,,,15061,TRUE
5,Potion,Blisterwort,Blue Mountain Flower,,1,Restore Health,,,,,2213,TRUE
5,Potion,Blisterwort,Butterfly Wing,,1,Restore Health,,,,,2271,TRUE
5,Potion,Blisterwort,Swamp Fungal Pod,,1,Restore Health,,,,,2660,TRUE
5,Potion,Blue Butterfly Wing,Hagraven Feathers,,1,Fortify Conjuration,,,,,2912,TRUE
5,Potion,Blue Butterfly Wing,Lavender,,1,Fortify Conjuration,,,,,2976,TRUE
5,Potion,Blue Mountain Flower,Bone Meal,,1,Fortify Conjuration,,,,,3421,TRUE
5,Potion,Blue Mountain Flower,Butterfly Wing,,1,Restore Health,,,,,3446,TRUE
5,Potion,Blue Mountain Flower,Hagraven Feathers,,1,Fortify Conjuration,,,,,3681,TRUE
5,Potion,Blue Mountain Flower,Imp Stool,,1,Restore Health,,,,,3731,TRUE
5,Potion,Blue Mountain Flower,Lavender,,1,Fortify Conjuration,,,,,3764,TRUE
5,Potion,Blue Mountain Flower,Rock Warbler Egg,,1,Restore Health,,,,,3785,TRUE
5,Potion,Blue Mountain Flower,Swamp Fungal Pod,,1,Restore Health,,,,,3794,TRUE
5,Potion,Bone Meal,Hagraven Feathers,,1,Fortify Conjuration,,,,,4052,TRUE
5,Potion,Bone Meal,Lavender,,1,Fortify Conjuration,,,,,4108,TRUE
5,Potion,Butterfly Wing,Imp Stool,,1,Restore Health,,,,,4835,TRUE
5,Potion,Butterfly Wing,Rock Warbler Egg,,1,Restore Health,,,,,4908,TRUE
5,Potion,Butterfly Wing,Swamp Fungal Pod,,1,Restore Health,,,,,4919,TRUE
5,Potion,Creep Cluster,Ectoplasm,,1,Restore Magicka,,,,,6327,TRUE
5,Potion,Creep Cluster,Elves Ear,,1,Restore Magicka,,,,,6352,TRUE
5,Potion,Creep Cluster,Giant Lichen,,1,Restore Magicka,,,,,6457,TRUE
5,Potion,Creep Cluster,Mora Tapinella,,1,Restore Magicka,,,,,6684,TRUE
5,Potion,Creep Cluster,Red Mountain Flower,,1,Restore Magicka,,,,,6720,TRUE
5,Potion,Creep Cluster,Vampire Dust,,1,Restore Magicka,,,,,6796,TRUE
5,Potion,Creep Cluster,White Cap,,1,Restore Magicka,,,,,6801,TRUE
5,Potion,Ectoplasm,Elves Ear,,1,Restore Magicka,,,,,8463,TRUE
5,Potion,Ectoplasm,Giant Lichen,,1,Restore Magicka,,,,,8578,TRUE
5,Potion,Ectoplasm,Glow Dust,,1,Fortify Destruction,,,,,8613,TRUE
5,Potion,Ectoplasm,Mora Tapinella,,1,Restore Magicka,,,,,8829,TRUE
5,Potion,Ectoplasm,Taproot,,1,Restore Magicka,,,,,8905,TRUE
5,Potion,Ectoplasm,Vampire Dust,,1,Restore Magicka,,,,,8919,TRUE
5,Potion,Ectoplasm,White Cap,,1,Restore Magicka,,,,,8924,TRUE
5,Potion,Elves Ear,Giant Lichen,,1,Restore Magicka,,,,,8984,TRUE
5,Potion,Elves Ear,Mora Tapinella,,1,Restore Magicka,,,,,9079,TRUE
5,Potion,Elves Ear,Red Mountain Flower,,1,Restore Magicka,,,,,9123,TRUE
5,Potion,Elves Ear,Taproot,,1,Restore Magicka,,,,,9139,TRUE
5,Potion,Elves Ear,Vampire Dust,,1,Restore Magicka,,,,,9141,TRUE
5,Potion,Fire Salts,Garlic,,1,Regenerate Magicka,,,,,9972,TRUE
5,Potion,Fire Salts,Salt Pile,,1,Regenerate Magicka,,,,,10140,TRUE
5,Potion,Fly Amanita,Mora Tapinella,,1,Regenerate Stamina,,,,,10200,TRUE
5,Potion,Fly Amanita,Scaly Pholiota,,1,Regenerate Stamina,,,,,10222,TRUE
5,Potion,Garlic,Luna Moth Wing,,1,Regenerate Health,,,,,10985,TRUE
5,Potion,Garlic,Nordic Barnacle,,1,Regenerate Health,,,,,11042,TRUE
5,Potion,Garlic,Salt Pile,,1,Regenerate Magicka,,,,,11052,TRUE
5,Potion,Garlic,Taproot,,1,Regenerate Magicka,,,,,11062,TRUE
5,Potion,Garlic,Vampire Dust,,1,Regenerate Health,,,,,11076,TRUE
5,Potion,Giant Lichen,Mora Tapinella,,1,Restore Magicka,,,,,11181,TRUE
5,Potion,Giant Lichen,Red Mountain Flower,,1,Restore Magicka,,,,,11224,TRUE
5,Potion,Giant Lichen,Taproot,,1,Restore Magicka,,,,,11269,TRUE
5,Potion,Giant Lichen,Vampire Dust,,1,Restore Magicka,,,,,11271,TRUE
5,Potion,Giant Lichen,White Cap,,1,Restore Magicka,,,,,11275,TRUE
5,Potion,Hagraven Feathers,Lavender,,1,Fortify Conjuration,,,,,12114,TRUE
5,Potion,Histcarp,Honeycomb,,1,Restore Stamina,,,,,12620,TRUE
5,Potion,Histcarp,Mudcrab Chitin,,1,Restore Stamina,,,,,12687,TRUE
5,Potion,Histcarp,Orange Dartwing,,1,Restore Stamina,,,,,12715,TRUE
5,Potion,Histcarp,Purple Mountain Flower,,1,Restore Stamina,,,,,12762,TRUE
5,Potion,Histcarp,Torchbug Thorax,,1,Restore Stamina,,,,,12814,TRUE
5,Potion,Honeycomb,Mudcrab Chitin,,1,Restore Stamina,,,,,12867,TRUE
5,Potion,Honeycomb,Orange Dartwing,,1,Restore Stamina,,,,,12876,TRUE
5,Potion,Honeycomb,Purple Mountain Flower,,1,Restore Stamina,,,,,12913,TRUE
5,Potion,Honeycomb,Torchbug Thorax,,1,Restore Stamina,,,,,12960,TRUE
5,Potion,Imp Stool,Rock Warbler Egg,,1,Restore Health,,,,,13500,TRUE
5,Potion,Luna Moth Wing,Vampire Dust,,2,Regenerate Health,Invisibility,,,,14106,TRUE
5,Potion,Mora Tapinella,Red Mountain Flower,,1,Restore Magicka,,,,,14270,TRUE
5,Potion,Mora Tapinella,Vampire Dust,,1,Restore Magicka,,,,,14296,TRUE
5,Potion,Mora Tapinella,White Cap,,1,Restore Magicka,,,,,14297,TRUE
5,Potion,Mudcrab Chitin,Orange Dartwing,,1,Restore Stamina,,,,,14306,TRUE
5,Potion,Mudcrab Chitin,Purple Mountain Flower,,1,Restore Stamina,,,,,14348,TRUE
5,Potion,Mudcrab Chitin,Torchbug Thorax,,1,Restore Stamina,,,,,14397,TRUE
5,Potion,Mudcrab Chitin,Vampire Dust,,1,Cure Disease,,,,,14404,TRUE
5,Potion,Nordic Barnacle,Vampire Dust,,1,Regenerate Health,,,,,14579,TRUE
5,Potion,Orange Dartwing,Purple Mountain Flower,,1,Restore Stamina,,,,,14618,TRUE
5,Potion,Orange Dartwing,Torchbug Thorax,,1,Restore Stamina,,,,,14673,TRUE
5,Potion,Red Mountain Flower,Taproot,,1,Restore Magicka,,,,,14981,TRUE
5,Potion,Red Mountain Flower,Vampire Dust,,1,Restore Magicka,,,,,14994,TRUE
5,Potion,Rock Warbler Egg,Swamp Fungal Pod,,1,Restore Health,,,,,15067,TRUE
5,Potion,Slaughterfish Scales,Thistle Branch,,2,Resist Frost,Fortify Heavy Armor,,,,15231,TRUE
5,Potion,Taproot,Vampire Dust,,1,Restore Magicka,,,,,15280,TRUE
5,Potion,Taproot,White Cap,,1,Restore Magicka,,,,,15281,TRUE
5,Potion,Tundra Cotton,Void Salts,,2,Resist Magic,Fortify Magicka,,,,15291,TRUE
5,Potion,Vampire Dust,White Cap,,1,Restore Magicka,,,,,15293,TRUE
5,Potion,Butterfly Wing,Dragons Tongue,Mora Tapinella,2,Fortify Barter,Fortify Illusion,,,,4694,TRUE
5,Potion,Butterfly Wing,Dragons Tongue,Scaly Pholiota,2,Fortify Barter,Fortify Illusion,,,,4700,TRUE
5,Potion,Butterfly Wing,Dragons Tongue,Taproot,2,Fortify Barter,Fortify Illusion,,,,4704,TRUE
5,Potion,Butterfly Wing,Dragons Tongue,Troll Fat,2,Fortify Barter,Fortify Two-handed,,,,4705,TRUE
5,Potion,Dragons Tongue,Mora Tapinella,Tundra Cotton,2,Fortify Illusion,Fortify Barter,,,,8126,TRUE
5,Potion,Dragons Tongue,Scaly Pholiota,Tundra Cotton,2,Fortify Illusion,Fortify Barter,,,,8152,TRUE
5,Potion,Dragons Tongue,Taproot,Tundra Cotton,2,Fortify Illusion,Fortify Barter,,,,8164,TRUE
5,Potion,Dragons Tongue,Troll Fat,Tundra Cotton,2,Fortify Two-handed,Fortify Barter,,,,8168,TRUE
5,Potion,Frost Mirriam,Slaughterfish Scales,Thistle Branch,2,Resist Frost,Fortify Heavy Armor,,,,10558,TRUE
5,Potion,Garlic,Lavender,Nirnroot,2,Fortify Stamina,Resist Magic,,,,10957,TRUE
5,Potion,Garlic,Lavender,Tundra Cotton,2,Fortify Stamina,Resist Magic,,,,10966,TRUE
5,Potion,Garlic,Lavender,Void Salts,2,Fortify Stamina,Resist Magic,,,,10968,TRUE
5,Potion,Garlic,Luna Moth Wing,Nirnroot,2,Regenerate Health,Invisibility,,,,10975,TRUE
5,Potion,Garlic,Luna Moth Wing,Vampire Dust,2,Regenerate Health,Invisibility,,,,10984,TRUE
5,Potion,Histcarp,Honeycomb,Nordic Barnacle,2,Restore Stamina,Waterbreathing,,,,12610,TRUE
5,Potion,Histcarp,Mudcrab Chitin,Nordic Barnacle,2,Restore Stamina,Waterbreathing,,,,12675,TRUE
5,Potion,Histcarp,Nordic Barnacle,Purple Mountain Flower,2,Waterbreathing,Restore Stamina,,,,12692,TRUE
5,Potion,Histcarp,Nordic Barnacle,Torchbug Thorax,2,Waterbreathing,Restore Stamina,,,,12699,TRUE
5,Potion,Histcarp,Nordic Barnacle,Vampire Dust,2,Waterbreathing,Regenerate Health,,,,12701,TRUE
5,Potion,Histcarp,Tundra Cotton,Void Salts,2,Fortify Magicka,Resist Magic,,,,12815,TRUE
5,Potion,Ice Wraith Teeth,Luna Moth Wing,Vampire Dust,2,Invisibility,Regenerate Health,,,,13321,TRUE
5,Potion,Ice Wraith Teeth,Slaughterfish Scales,Snowberries,2,Fortify Heavy Armor,Resist Frost,,,,13377,TRUE
5,Potion,Ice Wraith Teeth,Slaughterfish Scales,Thistle Branch,2,Fortify Heavy Armor,Resist Frost,,,,13378,TRUE
5,Potion,Lavender,Nirnroot,Torchbug Thorax,2,Resist Magic,Fortify Stamina,,,,14019,TRUE
5,Potion,Lavender,Torchbug Thorax,Tundra Cotton,2,Fortify Stamina,Resist Magic,,,,14060,TRUE
5,Potion,Lavender,Torchbug Thorax,Void Salts,2,Fortify Stamina,Resist Magic,,,,14061,TRUE
5,Potion,Lavender,Tundra Cotton,Void Salts,2,Resist Magic,Fortify Magicka,,,,14066,TRUE
5,Potion,Luna Moth Wing,Nirnroot,Vampire Dust,2,Invisibility,Regenerate Health,,,,14090,TRUE
5,Potion,Nirnroot,Vampire Dust,White Cap,2,Invisibility,Restore Magicka,,,,14552,TRUE
5,Potion,Purple Mountain Flower,Slaughterfish Scales,Thistle Branch,2,Resist Frost,Fortify Heavy Armor,,,,14920,TRUE
5,Potion,Purple Mountain Flower,Slaughterfish Scales,White Cap,2,Resist Frost,Fortify Heavy Armor,,,,14924,TRUE
5,Potion,Purple Mountain Flower,Thistle Branch,White Cap,2,Resist Frost,Fortify Heavy Armor,,,,14945,TRUE
5,Potion,Slaughterfish Scales,Snowberries,Thistle Branch,2,Resist Frost,Fortify Heavy Armor,,,,15225,TRUE
5,Potion,Slaughterfish Scales,Snowberries,White Cap,2,Resist Frost,Fortify Heavy Armor,,,,15227,TRUE
5,Potion,Snowberries,Thistle Branch,White Cap,2,Resist Frost,Fortify Heavy Armor,,,,15268,TRUE
4,Mixed,Blisterwort,Blue Butterfly Wing,Snowberries,2,Damage Stamina,Fortify Enchanting,,,,2152,TRUE
4,Mixed,Blisterwort,Fly Amanita,Imp Stool,2,Frenzy,Restore Health,,,,2483,TRUE
4,Mixed,Blisterwort,Fly Amanita,Mudcrab Chitin,2,Frenzy,Resist Fire,,,,2486,TRUE
4,Mixed,Blisterwort,Fly Amanita,Snowberries,2,Frenzy,Resist Fire,,,,2491,TRUE
4,Mixed,Blisterwort,Hagraven Feathers,Imp Stool,2,Frenzy,Restore Health,,,,2539,TRUE
4,Mixed,Blisterwort,Imp Stool,Mora Tapinella,2,Restore Health,Lingering Damage Health,,,,2575,TRUE
4,Mixed,Blisterwort,Imp Stool,Orange Dartwing,2,Restore Health,Lingering Damage Health,,,,2578,TRUE
4,Mixed,Blisterwort,Imp Stool,Slaughterfish Scales,2,Restore Health,Lingering Damage Health,,,,2585,TRUE
4,Mixed,Blisterwort,Nirnroot,Tundra Cotton,2,Damage Stamina,Resist Magic,,,,2620,TRUE
4,Mixed,Blue Butterfly Wing,Canis Root,Snowberries,2,Damage Stamina,Fortify Enchanting,,,,2723,TRUE
4,Mixed,Blue Butterfly Wing,Nirnroot,Snowberries,2,Damage Stamina,Fortify Enchanting,,,,2994,TRUE
4,Mixed,Blue Butterfly Wing,Nirnroot,Tundra Cotton,2,Damage Stamina,Resist Magic,,,,2998,TRUE
4,Mixed,Blue Butterfly Wing,Rock Warbler Egg,Snowberries,2,Damage Stamina,Fortify Enchanting,,,,3006,TRUE
4,Mixed,Bone Meal,Honeycomb,Luna Moth Wing,2,Ravage Stamina,Fortify Light Armor,,,,4056,TRUE
4,Mixed,Bone Meal,Honeycomb,Skeever Tail,2,Ravage Stamina,Fortify Light Armor,,,,4067,TRUE
4,Mixed,Bone Meal,Nirnroot,Tundra Cotton,2,Damage Stamina,Resist Magic,,,,4134,TRUE
4,Mixed,Bone Meal,Thistle Branch,White Cap,2,Ravage Stamina,Fortify Heavy Armor,,,,4158,TRUE
4,Mixed,Butterfly Wing,Dragons Tongue,Glow Dust,2,Fortify Barter,Damage Magicka,,,,4687,TRUE
4,Mixed,Butterfly Wing,Dragons Tongue,Hagraven Feathers,2,Fortify Barter,Damage Magicka,,,,4688,TRUE
4,Mixed,Butterfly Wing,Dragons Tongue,Luna Moth Wing,2,Fortify Barter,Damage Magicka,,,,4693,TRUE
4,Mixed,Butterfly Wing,Dragons Tongue,Nordic Barnacle,2,Fortify Barter,Damage Magicka,,,,4698,TRUE
4,Mixed,Butterfly Wing,Glow Dust,Tundra Cotton,2,Damage Magicka,Fortify Barter,,,,4747,TRUE
4,Mixed,Butterfly Wing,Hagraven Feathers,Tundra Cotton,2,Damage Magicka,Fortify Barter,,,,4782,TRUE
4,Mixed,Butterfly Wing,Luna Moth Wing,Tundra Cotton,2,Damage Magicka,Fortify Barter,,,,4859,TRUE
4,Mixed,Butterfly Wing,Nordic Barnacle,Tundra Cotton,2,Damage Magicka,Fortify Barter,,,,4896,TRUE
4,Mixed,Canis Root,Elves Ear,Imp Stool,2,Fortify Marksman,Paralysis,,,,4987,TRUE
4,Mixed,Canis Root,Elves Ear,Swamp Fungal Pod,2,Fortify Marksman,Paralysis,,,,4999,TRUE
4,Mixed,Canis Root,Nirnroot,Tundra Cotton,2,Damage Stamina,Resist Magic,,,,5143,TRUE
4,Mixed,Deathbell,Honeycomb,Luna Moth Wing,2,Ravage Stamina,Fortify Light Armor,,,,7809,TRUE
4,Mixed,Deathbell,Nirnroot,Tundra Cotton,2,Damage Health,Resist Magic,,,,7941,TRUE
4,Mixed,Deathbell,Nirnroot,Void Salts,2,Damage Health,Resist Magic,,,,7943,TRUE
4,Mixed,Deathbell,Thistle Branch,White Cap,2,Ravage Stamina,Fortify Heavy Armor,,,,8016,TRUE
4,Mixed,Elves Ear,Fly Amanita,Hagraven Feathers,2,Resist Fire,Frenzy,,,,8937,TRUE
4,Mixed,Fire Salts,Fly Amanita,Hagraven Feathers,2,Resist Fire,Frenzy,,,,9913,TRUE
4,Mixed,Fly Amanita,Hagraven Feathers,Mudcrab Chitin,2,Frenzy,Resist Fire,,,,10160,TRUE
4,Mixed,Fly Amanita,Hagraven Feathers,Snowberries,2,Frenzy,Resist Fire,,,,10164,TRUE
4,Mixed,Glow Dust,Swamp Fungal Pod,Torchbug Thorax,2,Resist Shock,Lingering Damage Magicka,,,,11686,TRUE
4,Mixed,Honeycomb,Luna Moth Wing,Thistle Branch,2,Fortify Light Armor,Ravage Stamina,,,,12852,TRUE
4,Mixed,Honeycomb,Skeever Tail,Thistle Branch,2,Fortify Light Armor,Ravage Stamina,,,,12933,TRUE
4,Mixed,Honeycomb,Skeever Tail,Troll Fat,2,Fortify Light Armor,Damage Health,,,,12935,TRUE
4,Mixed,Honeycomb,Skeever Tail,Void Salts,2,Fortify Light Armor,Damage Health,,,,12937,TRUE
4,Mixed,Honeycomb,Thistle Branch,White Cap,2,Ravage Stamina,Fortify Heavy Armor,,,,12955,TRUE
4,Mixed,Imp Stool,Slaughterfish Scales,Snowberries,2,Lingering Damage Health,Resist Frost,,,,13516,TRUE
